1,0
2,0
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,2
13,3
14,3
15,3
16,4
17,5
18,5
19,5
20,5
21,6
22,6
23,6
24,6
25,6
26,6
27,6
28,6
29,6
30,6
31,6
32,6
33,6
34,6
35,6
36,6
37,6
38,6
39,6
40,6
41,7
42,7
43,7
44,7
45,7
46,7
47,7
48,7
49,8
50,8
51,8
52,8
53,9
54,9
55,9
56,10
57,10
58,11
59,12
60,13
61,14
62,15
63,16
64,17
65,17
66,18
67,19
68,19
69,20
70,20
71,21
72,21
73,21
74,21
75,21
76,22
77,22
78,22
79,22
80,22
81,22
82,22
83,23
84,24
85,24
86,24
87,24
88,24
89,24
90,24
91,24
92,24
93,24
94,24
95,24
96,24
97,25
98,25
99,25
100,25
101,25
102,25
103,25
104,25
105,26
106,26
107,26
108,26
109,27
110,28
111,28
112,29
113,29
114,29
115,29
116,29
117,30
118,30
119,31
120,32
121,33
122,33
123,33
124,33
125,33
126,33
127,33
128,33
129,34
130,35
131,36
132,36
133,37
134,37
135,38
136,39
137,39
138,40
139,40
140,41
141,41
142,41
143,42
144,42
145,42
146,42
147,42
148,43
149,43
150,44
151,45
152,46
153,47
154,48
155,49
156,49
157,49
158,49
159,49
160,49
161,50
162,50
163,51
164,52
165,53
166,53
167,53
168,53
169,53
170,53
171,53
172,54
173,54
174,54
175,54
176,54
177,54
178,54
179,54
180,54
181,54
182,54
183,54
184,55
185,55
186,56
187,56
188,57
189,57
190,57
191,57
192,57
193,57
194,57
195,57
196,57
197,57
198,58
199,58
200,58
201,58
202,58
203,58
204,59
205,59
206,59
207,59
208,60
209,60
210,61
211,61
212,61
213,62
214,62
215,62
216,63
217,64
218,64
219,64
220,65
221,65
222,66
223,66
224,66
225,66
226,66
227,66
228,67
229,67
230,68
231,69
232,70
233,70
234,71
235,72
236,72
237,72
238,72
239,72
240,73
241,73
242,74
243,74
244,74
245,75
246,75
247,75
248,75
249,75
250,76
251,76
252,76
253,77
254,77
255,77
256,77
257,78
258,79
259,79
260,79
261,79
262,79
263,79
264,79
265,80
266,80
267,81
268,81
269,81
270,81
271,81
272,81
273,82
274,83
275,83
276,83
277,84
278,84
279,84
280,84
281,85
