1,0
2,0
3,0
4,0
5,1
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,3
17,3
18,4
19,5
20,6
21,6
22,6
23,6
24,6
25,6
26,7
27,7
28,7
29,7
30,7
31,8
32,9
33,9
34,9
35,10
36,10
37,10
38,10
39,10
40,10
41,10
42,10
43,10
44,11
45,12
46,12
47,12
48,12
49,13
50,13
51,13
52,13
53,14
54,15
55,15
56,16
57,17
58,17
59,17
60,17
61,17
62,18
63,18
64,19
65,20
66,20
67,20
68,21
69,22
70,22
71,22
72,22
73,23
74,24
75,24
76,24
77,25
78,25
79,25
80,26
81,27
82,27
83,27
84,27
85,27
86,28
87,28
88,28
89,28
90,28
91,29
92,30
93,30
94,30
95,30
96,31
97,31
98,31
99,31
100,31
101,32
102,33
103,33
104,33
105,33
106,34
107,35
108,35
109,35
110,35
111,36
112,37
113,38
114,38
115,38
116,38
117,38
118,38
119,39
120,39
121,40
122,40
123,40
124,41
125,41
126,41
127,42
128,43
129,43
130,43
131,43
132,43
133,43
134,43
135,43
136,43
137,43
138,44
139,44
140,44
141,45
142,46
143,46
144,46
145,46
146,46
147,47
148,47
149,47
150,48
151,48
152,48
153,48
154,49
155,50
156,51
157,51
158,52
159,53
160,53
161,54
162,55
163,55
164,56
165,56
166,56
167,56
168,56
169,56
170,56
171,56
172,56
173,57
174,57
175,57
176,57
177,57
178,57
179,57
180,58
181,59
182,60
183,61
184,61
185,61
186,62
187,62
188,62
189,63
190,63
191,64
192,64
193,64
194,64
195,64
196,65
197,65
198,65
199,66
200,67
201,67
202,67
203,67
204,67
205,67
206,67
207,67
208,67
209,67
210,67
211,68
212,68
213,68
214,69
215,69
216,69
217,69
218,69
219,70
220,71
221,71
222,71
223,71
224,72
225,72
226,73
227,73
228,74
229,74
230,74
231,74
232,75
233,75
234,75
235,75
236,75
237,75
238,75
239,75
240,76
241,76
242,76
243,77
244,77
245,77
246,77
247,77
248,78
249,79
250,80
251,81
252,82
253,82
254,83
255,83
256,84
257,84
258,84
259,85
260,86
261,86
262,87
263,87
264,87
265,88
266,88
267,89
268,90
269,91
270,91
271,92
272,92
273,93
274,93
275,94
276,94
277,94
278,94
279,94
280,95
281,95
